Date,Close,High,Low,Open,Volume
2020-01-02,5.655411243438721,5.655411243438721,5.529735325345921,5.529735325345921,1400
2020-01-03,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-06,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-07,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-08,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-09,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-10,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-13,5.655411243438721,5.655411243438721,5.655411243438721,5.655411243438721,0
2020-01-14,5.558737277984619,5.694080317418767,5.558737277984619,5.694080317418767,3500
2020-01-15,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,1000
2020-01-16,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,0
2020-01-17,5.800421237945557,5.800421237945557,5.800421237945557,5.800421237945557,100
2020-01-21,5.781086921691895,5.781086921691895,5.781086921691895,5.781086921691895,200
2020-01-22,5.520068645477295,5.539403368224235,5.520068645477295,5.539403368224235,900
2020-01-23,5.520068645477295,5.520068645477295,5.520068645477295,5.520068645477295,0
2020-01-24,5.520068645477295,5.520068645477295,5.520068645477295,5.520068645477295,0
2020-01-27,5.69408130645752,5.69408130645752,5.69408130645752,5.69408130645752,300
2020-01-28,5.69408130645752,5.69408130645752,5.69408130645752,5.69408130645752,0
2020-01-29,5.674746513366699,5.897096058810894,5.520068729049401,5.800422443612583,22000
2020-01-30,5.674746513366699,5.674746513366699,5.674746513366699,5.674746513366699,0
2020-01-31,5.674746513366699,5.674746513366699,5.674746513366699,5.674746513366699,0
2020-02-03,5.375057697296143,5.578072505406029,5.375057697296143,5.578072505406029,38400
2020-02-04,5.645744323730469,5.645744323730469,5.336388312506837,5.423394791502012,23300
2020-02-05,5.626409530639648,5.626409530639648,5.520068331099717,5.626409530639648,1900
2020-02-06,5.607074737548828,5.607074737548828,5.346055768168431,5.510400669575546,2200
2020-02-07,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,0
2020-02-10,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,200
2020-02-11,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,0
2020-02-12,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,400
2020-02-13,5.607074737548828,5.607074737548828,5.607074737548828,5.607074737548828,0
2020-02-14,5.558737277984619,5.558737277984619,5.558737277984619,5.558737277984619,1000
2020-02-18,5.462064266204834,5.5684054676924974,5.462064266204834,5.5684054676924974,400
2020-02-19,5.674746513366699,5.674746513366699,5.462064559930414,5.462064559930414,1700
2020-02-20,5.674746513366699,5.674746513366699,5.6070752132159605,5.6070752132159605,1500
2020-02-21,5.674746513366699,5.674746513366699,5.674746513366699,5.674746513366699,0
2020-02-24,5.684413909912109,5.684413909912109,5.665079187537286,5.665079187537286,800
2020-02-25,5.684413909912109,5.800422244161057,5.684413909912109,5.800422244161057,3500
