Date,Type,Price,Profit,run_date
2020-10-30,Buy,12.49448299407959,,2026-05-22
2021-02-11,Sell,15.207159042358398,2.7126760482788086,2026-05-22
2021-03-04,Buy,12.33488941192627,,2026-05-22
2021-04-08,Sell,14.281005859375,1.9461164474487305,2026-05-22
2021-05-05,Buy,14.422149658203123,,2026-05-22
2021-05-28,Sell,16.203662872314453,1.78151321411133,2026-05-22
2021-09-20,Buy,21.06846237182617,,2026-05-22
2021-10-22,Sell,22.67805862426757,1.6095962524414027,2026-05-22
2022-01-14,Buy,26.88845634460449,,2026-05-22
2022-03-25,Sell,27.64166831970215,0.7532119750976598,2026-05-22
2022-04-13,Buy,22.16265106201172,,2026-05-22
2022-07-21,Sell,18.021005630493164,-4.141645431518555,2026-05-22
2022-09-01,Buy,13.914612770080566,,2026-05-22
2022-10-28,Sell,13.815882682800291,-0.09873008728027521,2026-05-22
2023-01-03,Buy,14.299908638000488,,2026-05-22
2023-01-18,Sell,17.358684539794922,3.0587759017944336,2026-05-22
2023-09-19,Buy,43.48958587646485,,2026-05-22
2023-10-11,Sell,46.77329635620117,3.283710479736321,2026-05-22
2023-10-31,Buy,40.75150680541992,,2026-05-22
2023-11-09,Sell,46.91719436645508,6.165687561035156,2026-05-22
